,car_park_no,lat,lon
149,BE3,1.3623638203324198,103.834406565389
150,BE3R,1.36316580994124,103.835441888473
151,BE3T,1.36111902118749,103.83157685384899
152,BE30,1.3574639721486699,103.846445329934
153,BE31,1.35886686380925,103.846095243495
154,BE32,1.3591710155830499,103.84667247515101
155,BE33,1.36017070046769,103.844820061908
156,BE34,1.3609610362378002,103.84362160813
157,BE35,1.3614206825630502,103.84308446006901
158,BE36,1.3574951697204798,103.844535382735
159,BE37,1.3580079412271202,103.84442083770399
160,BE38,1.3588986300125803,103.844566487678
161,BE39,1.35919640181431,103.841971337628
162,BE4,1.34649553739341,103.84837778261499
163,BE40,1.35731117764231,103.84264015136299
164,BE42,1.3555617806229,103.844548146946
165,BE44,1.3578308220309498,103.83163014388
166,BE45,1.3563083436627201,103.84367379958599
167,BE5,1.34617737632749,103.85096106346901
168,BE6,1.3447482141025902,103.85188334257299
169,BE7,1.34500469914902,103.853022890772
170,BE8,1.3444363922391,103.855314807845
171,BE9,1.34717026150898,103.85618277394899
172,BH1,1.3249913646328701,103.84245992582501
173,BH2,1.3260459729073202,103.84276130300199
174,BJMP,1.3777664235348202,103.77351523338498
175,BJ1,1.37395668012412,103.769323020166
176,BJ10,1.37893928663085,103.770655166769
177,BJ11,1.38076368711014,103.771879943564
178,BJ12,1.3802532628105801,103.774488589084
179,BJ13,1.3770036224850901,103.77477880177601
180,BJ14,1.37898693779582,103.77352906342199
181,BJ15,1.3774944817505,103.77378188713301
182,BJ16,1.37750651657188,103.77362031087601
183,BJ17,1.3812502325627398,103.768945728134
184,BJ18,1.38096996999807,103.768111526577
185,BJ19,1.38403375882411,103.768383898129
186,BJ2,1.37613503075381,103.76666134027599
187,BJ20,1.3860579471811598,103.76978167933399
188,BJ21,1.3859447799989,103.77067200119
189,BJ22,1.37829370797878,103.77350310387199
190,BJ23,1.37763455117533,103.772951089319
191,BJ24,1.3832674838228798,103.770468267524
192,BJ25,1.38489913010468,103.771725184279
193,BJ26,1.38380907430643,103.772699379228
194,BJ27,1.38264053838856,103.77095043939
195,BJ28,1.3789248341926899,103.76554600407302
196,BJ29,1.38493809213445,103.76768309161
197,BJ3,1.3773101941380101,103.769377342964
198,BJ30,1.38702928241063,103.768979329077
199,BJ31,1.3878981508664099,103.767518424098
200,BJ32,1.3865574157493201,103.766847641789
201,BJ33,1.3791195021651201,103.772011127144
202,BJ34,1.3877960599015802,103.766490138214
203,BJ35,1.3870243325743703,103.76587216140499
204,BJ36,1.38626289163156,103.765295875923
205,BJ37,1.38537581014166,103.76466066314
206,BJ38,1.3851366908698401,103.763426646495
207,BJ39,1.38423179772351,103.7628600693
208,BJ4,1.3755313767853998,103.77225793527501
209,BJ40,1.38282578775268,103.762901649193
210,BJ41,1.37551205005209,103.765454483908
211,BJ42,1.37692127795757,103.764286444662
212,BJ43,1.3817204459821697,103.761677612649
213,BJ44,1.3806489411159302,103.76498679347901
214,BJ45,1.37868796139644,103.765008780912
215,BJ48,1.3871857898272901,103.76460302573601
216,BJ49,1.38489746000688,103.76148675340299
217,BJ5,1.3749915531813601,103.773077223617
218,BJ50,1.3881839976986101,103.773688922649
219,BJ51,1.3793984087079099,103.763464273128
220,BJ52,1.3791133613234299,103.762637905945
221,BJ53,1.38980280764188,103.77193206988501
222,BJ54,1.38904780940247,103.77350010545901
223,BJ55,1.3862829447414398,103.760776951789
224,BJ56,1.38589121604701,103.758949835054
225,BJ57,1.38525120284571,103.760170448377
226,BJ58,1.38752442976843,103.771272617577
227,BJ59,1.3898650835437802,103.77126415842301
228,BJ6,1.374171406401,103.77440629701
229,BJ60,1.38829141013945,103.769499855737
230,BJ61,1.3889973185441598,103.76783128358801
231,BJ62,1.3842686253745702,103.771396322017
232,BJ63,1.38131551055787,103.77029114340598
233,BJ65,1.3847041571560201,103.758761377061
234,BJ66,1.38624857618507,103.757702613356
235,BJ67,1.38734995596946,103.757982903601
236,BJ68,1.38538172522755,103.76997021493
237,BJ8,1.3746997308259699,103.773595837088
238,BKE1,1.30781893058318,103.851596339235
239,BKE2,1.31412809694969,103.855479963784
240,BKE3,1.31441522983594,103.85580084662901
241,BKE4,1.3144503701412,103.856840971673
242,BKE7,1.31261295749072,103.855321953109
243,BKE9,1.3073372126476699,103.85146379729099
244,BKRM,1.31727630326976,103.861368095199
245,BLM,1.31550644016375,103.860958732701
246,BL10,1.3437618406573502,103.71142513794399
247,BL13,1.3446925875203701,103.715035197633
248,BL15,1.34597151975416,103.707562203036
249,BL17,1.34787124144777,103.707740695355
250,BL18,1.34654955571257,103.71442382780701
251,BL19,1.34877728099847,103.71334566358101
252,BL20,1.34809825437211,103.708175276842
253,BL21,1.3492568430818896,103.709373754653
254,BL22,1.3425435059718898,103.713749878244
255,BL23,1.34956058852667,103.711579812048
256,BL3,1.34687470761309,103.70923455522801
257,BL8,1.34542513353749,103.71339091636801
258,BL8L,1.34622458631134,103.712063805359
259,BL9,1.3458708704867601,103.71071997503
260,BMVM,1.28462628946923,103.823129189598
261,BM1,1.28630269584033,103.809571477145
262,BM10,1.28809599904796,103.81406981706999
263,BM12,1.28767203206825,103.813274872378
264,BM13,1.28689820439679,103.812191806644
265,BM14,1.28904073661503,103.80884793933001
266,BM19,1.28571244802543,103.818702648533
267,BM2,1.2868507679835,103.80995307226101
268,BM20,1.28524729551706,103.818760208046
269,BM21,1.2851962650167,103.818008882618
270,BM25,1.28573294165551,103.81676117221701
271,BM26,1.2872915425842801,103.807426768732
272,BM27,1.28405956989944,103.81478295782401
273,BM28,1.2839993312076001,103.81582316670999
274,BM29,1.2836347060925102,103.8170992126
275,BM3,1.28770776626902,103.811527769469
276,BM30,1.2832343332565201,103.816733442325
277,BM31,1.28244913006554,103.816575026007
278,BM33,1.28274787270933,103.818651052416
279,BM34,1.28502532873147,103.816643436628
280,BM35,1.28438744789989,103.817976425901
281,BM36,1.2828058215177902,103.817857997121
282,BM4,1.28766728424873,103.80895514474001
283,BM5,1.2884315560634199,103.80761950142201
284,BM6,1.28953339055007,103.813764499017
285,BM9,1.2890979985728501,103.814358018406
286,BP1,1.27279494600191,103.824870046386
287,BP2,1.27409169127108,103.82700432828199
288,BRBL,1.30659689422405,103.85070749100299
289,BRB1,1.30606674923535,103.850585978632
290,BRM,1.32074720245893,103.86617287009001
291,BRM1,1.32648548770427,103.856728963114
292,BRM2,1.3259740602921002,103.857683891406
293,BRM3,1.32152779537526,103.854656300793
294,BRM4,1.32273032442989,103.856074033682
295,BRM5,1.3275438277706202,103.85948585590201
296,BRM6,1.32778311379668,103.861193389366
297,BRM7,1.3243738973722399,103.855402032964
298,BR10,1.3230185394991698,103.854504305275
299,BR11,1.32626183868431,103.858964377234
300,BR12,1.32721507960026,103.857718270558
301,BR14,1.32595565072479,103.8599834783
302,BR18,1.3262698248738702,103.855749742647
303,BR21,1.3272593623162,103.856640716141
304,BR22,1.32834641915005,103.85759288738599
305,BR4,1.3235772596397801,103.85542137806401
306,BR5,1.32490897064426,103.858190639299
307,BR6,1.32303882528804,103.85353576307101
308,BR8,1.32516001102033,103.85455834180901
309,BR9,1.31896256962333,103.850743087122
310,BTM,1.2867839238665,103.833289747836
311,BTM2,1.2869630821940399,103.829641012372
312,BTM3,1.2863112198549298,103.82869825504999
313,BVM2,1.2834928028879098,103.823375662497
314,BWM,1.2869280256342501,103.806701385292
315,B10,1.32902833089494,103.93370774409
316,B11,1.32834200532456,103.930396179923
317,B12,1.32759836868302,103.927878519613
318,B13,1.32965321685371,103.929763771966
319,B14,1.32915909292624,103.93144509494499
320,B16,1.3235011178756202,103.940559491924
321,B17,1.32421773800636,103.941857161266
322,B18,1.3230008996571698,103.94289655014099
323,B19,1.3219245460051499,103.940960967934
324,B20,1.31979971448027,103.943420377089
325,B21,1.3281779629096102,103.94104648719102
326,B23M,1.33068775788362,103.94064337056801
327,B24,1.33264716030701,103.938294622262
328,B24A,1.33126310322328,103.93961602851
329,B25,1.3329691187716999,103.94049034285
330,B26,1.3343079867729,103.94034058725501
331,B27,1.33411774698927,103.93803813520901
332,B28,1.33254478953244,103.935571078293
333,B30,1.32994283465695,103.938753433675
334,B31,1.32850123419672,103.93885019978501
335,B32,1.32741066945513,103.936757479504
336,B33,1.32724085840242,103.935800164562
337,B34,1.32831229435955,103.935673430839
338,B35,1.3290580972039898,103.935176202663
339,B40,1.33254994763877,103.93277014516501
340,B41,1.33255491802081,103.93149286604601
341,B42,1.3324517913824199,103.930821156824
342,B43,1.33110518654351,103.927603397773
343,B44,1.33397125144351,103.92750877467199
344,B44A,1.3344153931770502,103.929854128085
345,B44B,1.33230140493968,103.92291100535601
346,B45,1.3316799840248998,103.925428998801
347,B46,1.33132122440174,103.924181951894
348,B47,1.3308959153267599,103.922247839024
349,B48,1.33009592773121,103.923421228438
350,B49,1.3321857665418402,103.926668207172
351,B50,1.3304470907251102,103.91306656126899
352,B50A,1.33151257757753,103.912735169613
353,B50B,1.33163708215433,103.911952506619
354,B51,1.33214650008818,103.916396242413
355,B52,1.33390918003002,103.91789418746
356,B53,1.33425148909204,103.915177235275
357,B54,1.33336374406705,103.915203736712
358,B57,1.33584339449304,103.919019270987
359,B59,1.33745918527548,103.925953420397
360,B6,1.32633049648282,103.930339539373
361,B6M,1.32517329587692,103.930886746172
362,B6T,1.32371670117556,103.93256356632601
363,B60,1.33719422176863,103.929056697019
364,B63,1.33815372697679,103.922616463344
365,B65,1.3200329104339,103.945659287523
366,B66,1.33054815487274,103.90433956320601
367,B67,1.3320157720861399,103.906394759454
368,B68,1.3225048596873998,103.936922029979
369,B69,1.33342618363755,103.941970736194
370,B7,1.32513123973324,103.93192173162599
371,B7A,1.32713169234542,103.93403695950899
372,B7B,1.32652150175342,103.934840004069
373,B70,1.3262898453461398,103.92799551906201
374,B71,1.32429388910779,103.92430036898199
375,B72,1.3343770595975402,103.907389773807
376,B73,1.33249226785226,103.906967246152
377,B74,1.3328468531231101,103.90905526271901
378,B75,1.3330381024959501,103.917526157776
379,B76,1.3358995643003402,103.934418957404
380,B77,1.33569101231796,103.936333675463
381,B78,1.3356088847994099,103.938383759657
382,B79,1.33677615545002,103.937406609969
383,B8,1.3258814963794499,103.92827623307699
384,B80,1.33826830415619,103.923360600804
385,B81,1.32321112398477,103.93494255225299
386,B82,1.33386404129158,103.930414877334
387,B83,1.3264690135495099,103.922271294732
388,B84,1.32622610951431,103.934204757316
389,B85,1.3260802458198,103.941357842004
390,B86,1.33072026322774,103.935569332707
391,B87,1.3205406737790801,103.936197348202
392,B88,1.3222509321168798,103.93832402478701
393,B89,1.33095917888919,103.937265461444
394,B9,1.33017270858265,103.93381517924401
395,B90,1.3225206224681,103.939648815533
396,B91,1.33279732392796,103.914252333368
397,B92,1.32169739418449,103.933935095136
398,B93,1.32042179086897,103.93417561555701
399,B94,1.33226016581532,103.929357438698
400,B94A,1.33130362773806,103.92917918947799
401,B95,1.32551298026985,103.935082729463
402,B96,1.32496629034656,103.93295160832399
403,B97,1.3361557898964,103.923508078556
404,B98,1.33607941949204,103.92191686099001
405,B99M,1.32748807507333,103.92276134393299
406,CAM,1.30182105743131,103.798205658094
407,CCKC,1.3850753626994698,103.74574719529
408,CCM,1.30366087884525,103.799797326245
409,CC1,1.32662127065844,103.92291142962799
410,CC10,1.32868573161472,103.925576815854
411,CC11,1.32909586074477,103.921634031442
412,CC12,1.32676609356985,103.924925546873
413,CC4,1.3257615382427799,103.921387530793
414,CC5,1.3248224611391,103.923400674582
415,CC6,1.3235138140220302,103.923564612241
416,CC7,1.32524620545283,103.92568734971901
417,CC8,1.32689548824242,103.91944117263701
418,CC9,1.32772011619967,103.925995094557
419,CDM,1.3016364093624098,103.796791387904
420,CKM1,1.3835963556122899,103.740824780821
421,CKM2,1.39838483781004,103.74674494946998
422,CKM3,1.3811874180931398,103.73664153064199
423,CKM4,1.37863794561537,103.737929659825
424,CKM5,1.3793103007570002,103.735695743772
425,CKM6,1.37753541473403,103.73574760435899
426,CKM7,1.3759735599231597,103.73707093729999
427,CKM8,1.3750499752188101,103.73836209062
428,CKM9,1.37736519160234,103.743296588946
429,CKT1,1.38031508592098,103.73858438589501
430,CK1,1.3774743473121398,103.753966519044
431,CK10,1.38050475322052,103.745434865984
432,CK11,1.3787338234756599,103.741868946579
433,CK12,1.38128611662468,103.74181570834499
434,CK13,1.38291672354162,103.74204059676599
435,CK14,1.38014102336009,103.742528739317
436,CK15,1.3784262097063202,103.74091199128
437,CK16,1.3796289105733501,103.739221072542
438,CK17,1.3820730449414,103.740691022393
439,CK18,1.3809984226086798,103.750623144067
440,CK19,1.38048281912978,103.751330647374
441,CK2,1.3792527806804902,103.751371651842
442,CK20,1.38338296474863,103.740133654296
443,CK21,1.38453064663447,103.743820118314
444,CK22,1.38384387700935,103.745942967992
445,CK23,1.38414435119935,103.741506854054
446,CK24,1.3833261630120701,103.743309854137
447,CK25,1.3822899983079198,103.74374379564699
448,CK26,1.38462379016476,103.742955840427
449,CK28,1.3800848001568002,103.744171692474
450,CK29,1.3797457123370502,103.74411077646099
451,CK3,1.3786059243998,103.7500624787
452,CK3A,1.3794925303032601,103.74998034167601
453,CK30,1.37902887669667,103.74538107498002
454,CK31,1.37875023314904,103.74493840789499
455,CK32,1.37739477503584,103.743962690334
456,CK33,1.38869768587925,103.742951354776
457,CK34,1.38857724580347,103.741097048423
458,CK35,1.39032696938279,103.742397276147
459,CK36,1.39228590223088,103.74108732654
460,CK37,1.39405299528609,103.74222984775601
461,CK38,1.39301793839083,103.744825813665
462,CK39,1.39614725324911,103.744277802494
463,CK4,1.38014370343272,103.751662437412
464,CK4A,1.3811651758839598,103.752200460392
465,CK40,1.39538076213543,103.74614735348601
466,CK41,1.3909574199697599,103.74645700945601
467,CK42,1.39276904206261,103.746730358862
468,CK44,1.39258883506481,103.749136737306
469,CK45,1.3945179409748198,103.749966835991
470,CK46,1.39526631034354,103.749532106803
471,CK47,1.39523945037119,103.74769942278299
472,CK48,1.39737452229979,103.745221833723
473,CK49,1.3987447297790603,103.74353497964898
474,CK5,1.38017962306698,103.752720024643
475,CK50,1.40041195690394,103.743784940046
476,CK51,1.3996421892720698,103.747581316543
477,CK52,1.4006590301287298,103.750236357297
478,CK53,1.40155438849801,103.750186309811
479,CK54,1.39813684066122,103.74911670029499
480,CK55,1.3971123380651,103.748508995926
481,CK56,1.4011960465890199,103.74667071340599
482,CK57,1.40223935360943,103.74832374073999
483,CK58,1.40188001041078,103.744879077826
484,CK59,1.37681191740049,103.74203813468701
485,CK6,1.38073269776225,103.75310558123002
486,CK6A,1.3810353919401899,103.75313692681
487,CK60,1.40429443397874,103.745873826471
488,CK61,1.4040894198609901,103.74891756586399
489,CK62,1.4038394863248402,103.749889943228
490,CK63,1.40286350152128,103.750884316164
491,CK64,1.3997628341389798,103.75130299875
492,CK65,1.3920194608918202,103.744035897855
493,CK66,1.39397131390054,103.74553623187599
494,CK7,1.38028225945617,103.751960499351
495,CK70,1.3769332572770199,103.738146490105
496,CK71,1.37668780291728,103.738680846275
497,CK72,1.37555881252417,103.740930494573
498,CK73,1.3752829189296898,103.74341279299801
499,CK74,1.37329719134091,103.743238498751
500,CK75,1.3749824413018603,103.744534225576
501,CK76,1.37404045168071,103.746206737981
502,CK77,1.3765572316417802,103.746713680249
503,CK78,1.3769877482261201,103.749399425536
504,CK8,1.3820860793135699,103.747105661127
505,CK8A,1.38121860673947,103.748978599287
506,CK9,1.38149597378861,103.744917810056
507,CK9A,1.37998858619266,103.74750330142
508,CLM,1.29248301199208,103.81440063004601
509,CLRG,1.31904941179272,103.76398569522
510,CLTR,1.3193599995859098,103.765132832866
511,CM1,1.27445807410158,103.83921657284
512,CR1,1.30327083630095,103.863307722528
513,CR1A,1.3036983570832201,103.864958513285
514,CR1B,1.30403607430399,103.865358707559
515,CR2,1.3046835403578898,103.86565822017201
516,CR29,1.30578378262145,103.85679325982001
517,CR3,1.30506865379077,103.86432479530701
518,CR30,1.30760017872999,103.854941024047
519,CR31,1.30624974548364,103.85469819361299
520,CR4,1.3043520307210301,103.863437208667
521,CR5,1.30323592683919,103.86223821601
522,CR6,1.30552432796977,103.86335272056299
523,CR7,1.3055058809528999,103.86233932843099
524,CSM,1.28743807416102,103.841165206315
525,CTM1,1.31474466503457,103.76407292318399
526,CVBK,1.31651643285494,103.86102759796302
527,CV1,1.3883291628279901,103.98817800327299
528,CV2,1.3899024827667799,103.987988947651
529,CV3,1.3899831182202,103.98648685774599
530,CV4,1.39017109967947,103.98845411052099
531,CY,1.30062602811305,103.853664871383
532,C10,1.3184632073228202,103.768962945216
533,C11,1.31589498981238,103.766141636674
534,C12,1.32178984437935,103.766106072935
535,C13M,1.32056337141105,103.766179840158
536,C14M,1.31739237532048,103.765185460601
537,C15M,1.31622257281508,103.763933111165
538,C16,1.31431392669284,103.762481571671
539,C17,1.31385772949926,103.763896569583
540,C18,1.31227166290931,103.76337442086901
541,C18A,1.31175608147154,103.764186978243
542,C20,1.3133478208276699,103.76526174661899
543,C20M,1.3115042554415302,103.76565077719499
544,C21L,1.31101493967165,103.76704166044901
545,C21M,1.3116611944348102,103.766526732001
546,C22M,1.32174637069336,103.77021551085
547,C24,1.32419762068627,103.771286676964
548,C25,1.3223927232164598,103.769055517241
549,C26,1.3225877610866101,103.769929065203
550,C27,1.32224226281682,103.77051277091
551,C28,1.32115797956657,103.763334786019
552,C28M,1.32236174407854,103.762071450679
553,C29,1.3126146115238,103.759231789666
554,C29A,1.3113609355931202,103.759184898969
555,C3M,1.3098135876330501,103.770131034559
556,C3ML,1.3103927402801,103.769092308277
557,C30,1.31145809738229,103.761421070253
558,C31,1.3105631944603602,103.760599082471
559,C32,1.3086255588801001,103.759081213337
560,C33,1.3045594379669698,103.76685761800199
561,C34,1.30701031530639,103.760936270154
562,C35,1.30561230241375,103.761439225623
563,C36,1.3053096745211699,103.763557421214
564,C37,1.30353831712631,103.76397169773001
565,C38,1.30280666781867,103.76252679036
566,C39,1.31029120826452,103.76223990537301
567,C4M,1.31148010869757,103.770502512952
568,C41,1.3000109188800302,103.76860330527799
569,C5,1.31310265905251,103.76957394864701
570,C6,1.3144881139131102,103.767691165502
571,C7,1.3148838722798,103.77075500850201
572,C8,1.31667465678636,103.768631103456
573,C9,1.3176492492395,103.77031234940901
574,DRM1,1.28051315604576,103.81154349195499
575,DRM2,1.28129937570063,103.80785308038999
576,DRM3,1.28083837699378,103.809867913107
577,DRM4,1.28087065205458,103.81236594973801
578,DRM5,1.28133188255593,103.809477383169
579,DRS,1.2804697558033,103.8129928199
580,DUXM,1.27697738131728,103.841054070432
581,DWST,1.2952162407141101,103.811970727741
582,DWSV,1.2953067953956598,103.809616856263
583,ECM,1.3200299878552901,103.901627136971
584,EC2,1.32261572825632,103.904442125182
585,EC3,1.3211567341184198,103.904475815315
586,EC4,1.3205164562707,103.902692444354
587,EC5,1.32203348873018,103.902665151571
588,EC7,1.31778370321915,103.90162574678301
589,EC7T,1.3185196743293002,103.90183408599
590,EC8,1.31922686482178,103.90320810512699
591,EI1,1.32343287474506,103.896847001955
592,EI3,1.31884646728076,103.898379671788
593,EPL,1.27716355346546,103.83991265403999
594,EPM,1.27618443608274,103.838908227729
595,FRM,1.30875863304829,103.861364662207
596,FR2C,1.3182783907026898,103.807712564483
597,FR2S,1.31792069722508,103.80718387313401
598,FR3M,1.3166948314211,103.806210586409
599,FR4M,1.3168757266186202,103.807534491411
600,GBM,1.3227723905559798,103.868633675666
601,GEM,1.3200368136063,103.88760266728201
602,GEML,1.31993774229849,103.88784979291201
603,GE1A,1.31988748882181,103.883437784259
604,GE1B,1.32120544280365,103.88699247955999
605,GE1C,1.31975878966894,103.88629912428101
606,GE1D,1.3218540182482401,103.88916338168
607,GE1E,1.31972148152584,103.88442796153299
608,GE1F,1.31920994810454,103.88423564310499
609,GE1G,1.32096240876741,103.88630883704501
610,GE2,1.31794542178385,103.88483940328301
611,GE3,1.3175009923126002,103.88736326896601
612,GE5,1.31654978026759,103.88756528216999
613,GMLM,1.30872831200927,103.785820620833
614,GM1A,1.31255463307581,103.78694559248699
615,GM1B,1.31285321418841,103.78826007654101
616,GM1M,1.30935443236551,103.78436887624201
617,GM2,1.31160140288265,103.78816007877899
618,GM2A,1.3108710407309698,103.78726431710501
619,GM3,1.31115590464674,103.788853078971
620,GM5,1.31038185297431,103.788510835534
621,GM6A,1.30949253371727,103.788722863762
622,GM6B,1.3096110710678999,103.78765231793001
623,GSM,1.31720671424654,103.89834009661399
624,GSML,1.3170312275382199,103.89848850385401
625,HCM,1.2890460476816001,103.821559940018
626,HDBH,1.3322044726378601,103.848319188656
627,HE1,1.28922214285323,103.82235539347401
628,HE12,1.28821002313219,103.818650624062
629,HE14,1.2857143895971899,103.822252479825
630,HE17,1.28642306098842,103.820388834268
631,HE19,1.29054061910106,103.82098507674499
632,HE22,1.29002077327386,103.82284807113001
633,HE24,1.2846680932595802,103.820985333231
634,HE3,1.2847190033879,103.821711693549
635,HE4,1.28347091305665,103.82278285584101
636,HE9,1.2837073657315101,103.82119375671999
637,HG1,1.36215354234695,103.894187377783
638,HG1A,1.37866384738534,103.90178514726801
639,HG1B,1.3757208427288201,103.90068924136
640,HG1C,1.37738968392648,103.90367432817499
641,HG1D,1.36374338147203,103.894113266095
642,HG10,1.35454771325923,103.890483639158
643,HG11,1.36595908495262,103.89498042855301
644,HG12,1.36669512748577,103.89816102898001
645,HG13,1.36783518635272,103.89856384493
